occupation_code,occupation_label,occupation_category,occupation_active,itpi_eligibility,itpi_question_set,itpi_hazard_class,itpi_min_excess,itpi_min_premium,itpi_default_limit_pi,itpi_default_ri_pi,itpi_default_limit_ppl,itpi_endorsements,itpi_wording,ah_eligibility,ah_question_set,ah_hazard_class,ah_min_excess,ah_min_premium,ah_default_limit,ah_endorsements,ah_wording,gp_eligibility,gp_question_set,gp_hazard_class,gp_min_excess,gp_min_premium,gp_default_limit,gp_endorsements,gp_wording
80210020,Primary Boarding School (Except Combined Primary/secondary School),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210031,Primary School (Non Boarding),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210035,Private Boys' School - Primary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210040,Private Girls' School - Primary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210045,Private School - Primary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210050,Public Boys' School - Primary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210055,Public Girls' School Operation - Primary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80210060,Public School Operation - Primary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220005,Agricultural High School Operation (Except Combined Primary/secondary School),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220010,Boarding School - Secondary School Education; (Except Combined Primary/secondary School),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220015,High School (Except Combined Primary/secondary School),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220020,Matriculation College (Except Combined Primary/secondary School),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220025,Private Boys' School - Secondary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220030,Private Girls' School - Secondary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220035,Private School Operation - Secondary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220040,Public Boys' School Operation - Secondary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220045,Public Girls' School Operation - Secondary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220050,Public School Operation - Secondary School Only,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80220066,Secondary School Operation (Non Boarding),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230005,Agricultural High School - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230010,Area School - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230015,Boarding School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230020,Central School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230030,District School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230040,Private Boys' School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230045,Private Girls' School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230050,Private School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230055,Public Boys' School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230060,Public Girls' School Operation - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230065,Public School - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80230075,Secondary School - Combined Primary/secondary School,80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
80240020,Special School For Disabled Children (Except Normal Primary Or Secondary School Education),80,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010010,Beauty School Operation,81,true,no,,,,,,,,,,refer,AHCL01,AH06,100,150,$1m PI $10m PL,AUAH0006,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010015,Business College And School Operation,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010025,Business Training Service - Conducted On A Consultancy Basis At Clients Premises,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,AUAH0018,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010030,Coaching College Operation - Technical Or Vocational,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010035,Computer Education (Except That Provided By Educational Institutions Classified Elsewhere (E.g. Universities Colleges Etc.)),81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010041,College (Further Education Except Universities),81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010045,Earthmoving Equipment Operation Training,81,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
81010055,Industrial Equipment Training,81,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
81010070,Management Training Service,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,AUAH0018,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010080,Modelling School,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010085,Nursing College Operation (Except That Provided By Educational Institutions Classified Elsewhere (E.g. Universities Colleges Etc.) Or In Association With Hospital Operation),81,true,no,,,,,,,,,,refer,AHCL02,AH06,100,450,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010090,Paramedical Training College Operation (Except That Provided By Educational Institutions Classified Elsewhere (E.g. Universities Colleges Etc.) Or In Association With Hospital Operation),81,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
81010115,Secretarial Training,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010125,Teachers College Operation (Except That Provided By Educational Institutions Classified Elsewhere (E.g. Universities Colleges Etc.)),81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010130,Technical And Further Education College,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010135,Technical College,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81010140,Theological College Or Seminary (Except That Provided By Educational Institutions Classified Elsewhere (E.g. Universities Colleges Etc.)),81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020011,College (Further Education Except Universities),81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020015,Defence Force Academy Operation,81,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
81020020,Postgraduate School University,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020025,Research School University,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020035,Teachers' College,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020040,Tertiary Education Law School,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020045,Tertiary Education Medical School,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020050,Undergraduate School University,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
81020065,University,81,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82110015,Diving Instruction,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82110050,Horse Riding School Operation,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82110065,Martial Arts And Self Defence Instruction,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82110075,Parachuting Club Or School Operation,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82110080,Riding School Operation,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82110085,Sailing School Operation,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82110125,Sports Coaching Service,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82110135,Swimming School Operation,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82110140,Tennis Coaching,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82120015,Art School (Except Technical And Further Education Colleges Or University),82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120020,Ballet School,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120025,Ballet Teaching,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82120040,Dance And Ballet School,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120055,Dance Teaching,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82120060,Drama School,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120065,Music School (Except Technical And Further Education Colleges Or University),82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120070,Music Teaching - Own Account,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120075,Painting Instruction,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82120080,Performing Arts School,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120085,Photography School Operation,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82120090,Sculpture Instruction,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190010,Air Training School Operation,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190015,Coaching College - Adult Or Community,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82190020,Contract Teacher Working For Schools On A Contract Basis - Self Employed,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190025,Contract University Lecturer Working For Universities On A Contract Basis - Self Employed,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190030,Correspondence School (Except Technical And Further Education Colleges Or University),82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190035,Deportment School,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82190045,Driving School Operation,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190050,Education (Except Technical And Further Education Colleges Universities Or Schools),82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190060,Elocution School,82,true,no,,,,,,,,,,refer,AHCL05,AH06,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
82190065,Flying School Operation,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190095,Language Teaching,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190130,Survival Skill Training,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190135,Truck Driver Training,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82190140,Tutoring Service,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82200010,Curriculum Development Educational,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
82200020,Test And Exam Service Educational,82,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
84010005,Children's Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010010,Day Hospital,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010015,Ear Nose And Throat Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010020,Eye Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010025,General Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010030,Geriatric Hospital Operation (Except Nursing Home),84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010040,Hospital Operation (Except Psychiatric Dental Military Or Veterinary),84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010050,Infectious Diseases Hospital - Including Human Quarantine Stations,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010060,Maternity Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010065,Obstetric Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010070,Private Hospital Operation (Except Psychiatric),84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010075,Public Hospital Operation (Except Psychiatric),84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010080,Repatriation Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84010085,Women's Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
84020020,Psychiatric Hospital Operation,84,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
85110005,Community Health Centre Operation - Mainly General Practice Medical Services (Medical Establishment),85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85110010,Doctors Surgery - General Practice Medical Establishment,85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85110015,Flying Doctor Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85110060,Rural General Medical Practice Service Medical Establishment,85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85120005,Allergist - Own Account,85,true,no,,,,,,,,,,refer,AHCL02,AH06,100,450,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85120015,Anaesthetist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120020,Consultant Physician - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120025,Dermatologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120070,Family Planning Clinic With Medical Services,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120075,Gynaecologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120090,Hair Restoration Service By Registered Medical Practitioner,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120106,Specialist Medical Clinic Medical Establishment (Excluding General Practice),85,true,no,,,,,,,,,,no,,,,,$1m PI $10m PL,,,yes,GP01,,250,100,2000,,AUGP0825
85120135,Medical Service - Specialist Practice Medical Clinic Medical Establishment,85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85120160,Neurologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120175,Nuclear Medicine Practice - Specialist Services,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120180,Obstetrician - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120190,Ophthalmologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120205,Orthopaedic Specialist Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120210,Otorhinolaryngologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120215,Paediatric Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120225,Plastic Surgeon - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120230,Psychiatrist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120240,Rheumatologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120265,Specialist Medical Practitioner - Own Account (Except Anaesthetist Dermatologist Gynaecologist Obstetrician Pathologist Psychiatrist And Specialist Medical Clinic Operation),85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120285,Surgeon - Own Account (Except Dental Veterinary Anaesthetist Dermatologist Gynaecologist Obstetrician Pathologist Psychiatrist And Specialist Medical Clinic Operation),85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120290,Thoracic Specialist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85120305,Urology Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85200010,IVF Services - Provided By Pathology Or Medical Laboratory,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85200030,Medical Imaging Clinic Operation,85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85200035,Medical Laboratory Operation (no clinical trials),85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85200060,Pathologist - Own Account,85,true,no,,,,,,,,,,yes,AHCL02,AH09,100,300,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85200065,Pathology Laboratory Operation,85,true,no,,,,,,,,,,yes,AHCL04,AH10,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85200080,Radiography Service - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85200085,Radiologist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85200090,Radiology Service - Not Own Account Account Radiologist,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85200100,X-ray Clinic Service,85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85310010,Conservative Dental Service,85,true,no,,,,,,,,,,no,,,,,$1m PI $10m PL,,,yes,GP01,,250,100,2000,,AUGP0825
85310020,Dental Clinic Operation,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310030,Dental Hospital Operation - Outpatient,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310045,Dental Surgeon - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310050,Dental Surgery Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310055,Dentistry,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310060,Endodontic Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310075,Oral Pathology Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310085,Oral Surgery Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310090,Orthodontic Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310105,Paedodontist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310115,Periodontist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85310125,Prosthodontist - Own Account,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85320020,Optical Dispensing,85,true,no,,,,,,,,,,yes,AHCL02,AH02,100,125,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85320035,Optician Service,85,true,no,,,,,,,,,,yes,AHCL02,AH13,100,400,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85320040,Optometrist - Own Account,85,true,no,,,,,,,,,,yes,AHCL02,AH13,100,400,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85320045,Orthoptic Service,85,true,no,,,,,,,,,,yes,AHCL02,AH02,100,125,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85320050,Orthoptist - Own Account,85,true,no,,,,,,,,,,yes,AHCL02,AH02,100,125,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85320055,Spectacles Dispensing,85,true,no,,,,,,,,,,yes,AHCL02,AH01,100,100,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85330010,Physiotherapy Service,85,true,no,,,,,,,,,,yes,AHCL02,AH07,100,250,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85340005,Chiropractic Service,85,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
85340030,Osteopathic Service,85,true,no,,,,,,,,,,yes,AHCL02,AH07,100,250,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85390005,Aboriginal Health Centre Medical Establishment - Providing A Range Of Allied Health Services,85,true,no,,,,,,,,,,refer,AHCL04,AH06,100,1000,$1m PI $10m PL,AUAH0025,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85390010,Acupuncture Service,85,true,no,,,,,,,,,,yes,AHCL02,AH03,100,150,$1m PI $10m PL,,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
85390015,Aromatherapy Service,85,true,no,,,,,,,,,,yes,AHCL01,AH03,100,150,$1m PI $10m PL,AUAH0006,AUAH25,yes,GP01,,250,100,2000,,AUGP0825
